##Databases: BioCyc, Gene Ontology, KEGG DISEASE, OMIM, NHGRI GWAS Catalog, PANTHER, Gene Ontology Slim, Reactome, KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Z disc	Gene Ontology Slim	GO:0030018	1	16	0.0739097179461	0.146110659683	SMN2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030018
Golgi vesicle budding	Gene Ontology Slim	GO:0048194	1	16	0.0739097179461	0.146110659683	GOLPH3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048194
negative regulation of mitochondrion organization	Gene Ontology Slim	GO:0010823	1	16	0.0739097179461	0.146110659683	BCL2L1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010823
single-stranded RNA binding	Gene Ontology Slim	GO:0003727	1	16	0.0739097179461	0.146110659683	PTBP1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0003727
skin epidermis development	Gene Ontology Slim	GO:0098773	1	16	0.0739097179461	0.146110659683	SMAD4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0098773
cellular response to corticosteroid stimulus	Gene Ontology Slim	GO:0071384	1	16	0.0739097179461	0.146110659683	IFNB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071384
plasma membrane raft	Gene Ontology Slim	GO:0044853	1	16	0.0739097179461	0.146110659683	MAPK3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044853
DNA polymerase activity	Gene Ontology Slim	GO:0034061	1	16	0.0739097179461	0.146110659683	TP53	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034061
ciliary plasm	Gene Ontology Slim	GO:0097014	1	16	0.0739097179461	0.146110659683	ARFGEF2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0097014
chaperone-mediated protein folding	Gene Ontology Slim	GO:0061077	1	16	0.0739097179461	0.146110659683	HSPA8	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0061077
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	Gene Ontology Slim	GO:0016709	1	16	0.0739097179461	0.146110659683	CAV1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016709
positive regulation of apoptotic signaling pathway	Gene Ontology	GO:2001235	2	98	0.0751091449028	0.148399109514	CAV1|IFNB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:2001235
positive regulation of apoptotic signaling pathway	Gene Ontology Slim	GO:2001235	2	98	0.0751091449028	0.148399109514	CAV1|IFNB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:2001235
cell surface receptor signaling pathway	Gene Ontology	GO:0007166	18	2742	0.0756053098327	0.149296294903	IL7R|CCL3|ITGB2|CDA|CXCL9|IFNA2|IFNA1|CD40|RB1|VIM|GIF|TNF|LTF|CAV1|IL1A|MAPK8|AGT|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007166
cell surface receptor signaling pathway	Gene Ontology Slim	GO:0007166	18	2742	0.0756053098327	0.149296294903	IL7R|CCL3|ITGB2|CDA|CXCL9|IFNA2|IFNA1|CD40|RB1|VIM|GIF|TNF|LTF|CAV1|IL1A|MAPK8|AGT|BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007166
negative regulation of multi-organism process	Gene Ontology	GO:0043901	5	493	0.0760162960908	0.150024375238	MAVS|APOBEC3G|TNF|PGDS|MBL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043901
negative regulation of multi-organism process	Gene Ontology Slim	GO:0043901	5	493	0.0760162960908	0.150024375238	MAVS|APOBEC3G|TNF|PGDS|MBL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043901
endothelial cell migration	Gene Ontology	GO:0043542	2	99	0.0764064449208	0.150584987393	ITGB2|VEGFC	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043542
plasma membrane bounded cell projection morphogenesis	Gene Ontology	GO:0120039	2	99	0.0764064449208	0.150584987393	GIF|TUBB4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0120039
plasma membrane bounded cell projection morphogenesis	Gene Ontology Slim	GO:0120039	2	99	0.0764064449208	0.150584987393	GIF|TUBB4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0120039
endothelial cell migration	Gene Ontology Slim	GO:0043542	2	99	0.0764064449208	0.150584987393	ITGB2|VEGFC	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043542
cellular response to acid chemical	Gene Ontology	GO:0071229	2	100	0.0777108498678	0.15224196377	BCL2L1|CCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071229
cellular response to acid chemical	Gene Ontology Slim	GO:0071229	2	100	0.0777108498678	0.15224196377	BCL2L1|CCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071229
negative regulation of smooth muscle cell proliferation	Gene Ontology	GO:0048662	1	17	0.078083802751	0.15224196377	IFNG	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048662
transcription by RNA polymerase I	Gene Ontology	GO:0006360	1	17	0.078083802751	0.15224196377	TBP	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006360
Golgi to plasma membrane transport	Gene Ontology	GO:0006893	1	17	0.078083802751	0.15224196377	ANXA13	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006893
interleukin-12 secretion	Gene Ontology	GO:0072610	1	17	0.078083802751	0.15224196377	MAPK14	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0072610
anion channel activity	Gene Ontology	GO:0005253	1	17	0.078083802751	0.15224196377	ANO1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005253
positive regulation of transforming growth factor beta production	Gene Ontology	GO:0071636	1	17	0.078083802751	0.15224196377	PTGS2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071636
axoneme	Gene Ontology	GO:0005930	1	17	0.078083802751	0.15224196377	ARFGEF2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005930
gene silencing by miRNA	Gene Ontology	GO:0035195	1	17	0.078083802751	0.15224196377	EGFR	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0035195
detoxification	Gene Ontology	GO:0098754	1	17	0.078083802751	0.15224196377	GIF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0098754
positive regulation of proteolysis involved in cellular protein catabolic process	Gene Ontology	GO:1903052	1	17	0.078083802751	0.15224196377	EGF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1903052
I-kappaB phosphorylation	Gene Ontology	GO:0007252	1	17	0.078083802751	0.15224196377	IKBKE	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007252
wound healing, spreading of cells	Gene Ontology	GO:0044319	1	17	0.078083802751	0.15224196377	ADAM17	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044319
cortical actin cytoskeleton organization	Gene Ontology	GO:0030866	1	17	0.078083802751	0.15224196377	EPB41	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030866
negative regulation of smooth muscle cell proliferation	Gene Ontology Slim	GO:0048662	1	17	0.078083802751	0.15224196377	IFNG	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048662
cortical actin cytoskeleton organization	Gene Ontology Slim	GO:0030866	1	17	0.078083802751	0.15224196377	EPB41	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030866
I-kappaB phosphorylation	Gene Ontology Slim	GO:0007252	1	17	0.078083802751	0.15224196377	IKBKE	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007252
axoneme	Gene Ontology Slim	GO:0005930	1	17	0.078083802751	0.15224196377	ARFGEF2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005930
positive regulation of transforming growth factor beta production	Gene Ontology Slim	GO:0071636	1	17	0.078083802751	0.15224196377	PTGS2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071636
anion channel activity	Gene Ontology Slim	GO:0005253	1	17	0.078083802751	0.15224196377	ANO1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0005253
gene silencing by miRNA	Gene Ontology Slim	GO:0035195	1	17	0.078083802751	0.15224196377	EGFR	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0035195
wound healing, spreading of cells	Gene Ontology Slim	GO:0044319	1	17	0.078083802751	0.15224196377	ADAM17	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044319
Golgi to plasma membrane transport	Gene Ontology Slim	GO:0006893	1	17	0.078083802751	0.15224196377	ANXA13	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006893
interleukin-12 secretion	Gene Ontology Slim	GO:0072610	1	17	0.078083802751	0.15224196377	MAPK14	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0072610
positive regulation of proteolysis involved in cellular protein catabolic process	Gene Ontology Slim	GO:1903052	1	17	0.078083802751	0.15224196377	EGF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1903052
transcription by RNA polymerase I	Gene Ontology Slim	GO:0006360	1	17	0.078083802751	0.15224196377	TBP	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006360
detoxification	Gene Ontology Slim	GO:0098754	1	17	0.078083802751	0.15224196377	GIF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0098754
positive regulation of calcidiol 1-monooxygenase activity	Gene Ontology	GO:0060559	2	101	0.0790222699805	0.153818170612	IFNG|TNF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0060559
regulation of endothelial cell proliferation	Gene Ontology	GO:0001936	2	101	0.0790222699805	0.153818170612	NEU1|CAV1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0001936
positive regulation of calcidiol 1-monooxygenase activity	Gene Ontology Slim	GO:0060559	2	101	0.0790222699805	0.153818170612	IFNG|TNF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0060559
regulation of endothelial cell proliferation	Gene Ontology Slim	GO:0001936	2	101	0.0790222699805	0.153818170612	NEU1|CAV1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0001936
regulation of response to stress	Gene Ontology	GO:0080134	11	1491	0.0796210303876	0.154898698646	IRF1|DDIT3|IKBKE|BIRC3|BAX|IFNB1|IL6|IL2|CCR7|PTGER3|CAV1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080134
regulation of response to stress	Gene Ontology Slim	GO:0080134	11	1491	0.0796210303876	0.154898698646	IRF1|DDIT3|IKBKE|BIRC3|BAX|IFNB1|IL6|IL2|CCR7|PTGER3|CAV1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0080134
Wnt signaling pathway	Gene Ontology	GO:0016055	2	102	0.0803406161542	0.156127424109	MYC|POU5F1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016055
channel activity	Gene Ontology	GO:0015267	2	102	0.0803406161542	0.156127424109	ANO1|CAV1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015267
channel activity	Gene Ontology Slim	GO:0015267	2	102	0.0803406161542	0.156127424109	ANO1|CAV1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015267
Wnt signaling pathway	Gene Ontology Slim	GO:0016055	2	102	0.0803406161542	0.156127424109	MYC|POU5F1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016055
positive regulation of translation	Gene Ontology	GO:0045727	1	18	0.0822391475198	0.158342710241	TNF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045727
cyclin-dependent protein kinase activity	Gene Ontology	GO:0097472	1	18	0.0822391475198	0.158342710241	CDK2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0097472
negative regulation of single stranded viral RNA replication via double stranded DNA intermediate	Gene Ontology	GO:0045869	1	18	0.0822391475198	0.158342710241	APOBEC3G	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045869
purine nucleobase metabolic process	Gene Ontology	GO:0006144	1	18	0.0822391475198	0.158342710241	IL1B	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006144
cytokine binding	Gene Ontology	GO:0019955	1	18	0.0822391475198	0.158342710241	CXCR3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019955
negative regulation of cellular response to growth factor stimulus	Gene Ontology	GO:0090288	1	18	0.0822391475198	0.158342710241	TGFB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0090288
negative regulation of lymphocyte differentiation	Gene Ontology	GO:0045620	1	18	0.0822391475198	0.158342710241	IL4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045620
tight junction	Gene Ontology	GO:0070160	1	18	0.0822391475198	0.158342710241	DDX58	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070160
positive regulation of protein modification by small protein conjugation or removal	Gene Ontology	GO:1903322	1	18	0.0822391475198	0.158342710241	TOPORS	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1903322
negative regulation of cellular response to growth factor stimulus	Gene Ontology Slim	GO:0090288	1	18	0.0822391475198	0.158342710241	TGFB1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0090288
negative regulation of single stranded viral RNA replication via double stranded DNA intermediate	Gene Ontology Slim	GO:0045869	1	18	0.0822391475198	0.158342710241	APOBEC3G	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045869
cyclin-dependent protein kinase activity	Gene Ontology Slim	GO:0097472	1	18	0.0822391475198	0.158342710241	CDK2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0097472
positive regulation of protein modification by small protein conjugation or removal	Gene Ontology Slim	GO:1903322	1	18	0.0822391475198	0.158342710241	TOPORS	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1903322
tight junction	Gene Ontology Slim	GO:0070160	1	18	0.0822391475198	0.158342710241	DDX58	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070160
negative regulation of lymphocyte differentiation	Gene Ontology Slim	GO:0045620	1	18	0.0822391475198	0.158342710241	IL4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045620
cytokine binding	Gene Ontology Slim	GO:0019955	1	18	0.0822391475198	0.158342710241	CXCR3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019955
purine nucleobase metabolic process	Gene Ontology Slim	GO:0006144	1	18	0.0822391475198	0.158342710241	IL1B	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006144
positive regulation of translation	Gene Ontology Slim	GO:0045727	1	18	0.0822391475198	0.158342710241	TNF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045727
regulation of chronic inflammatory response to antigenic stimulus	Gene Ontology	GO:0002874	2	104	0.0829977335369	0.159716625518	IL10|TNF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002874
regulation of chronic inflammatory response to antigenic stimulus	Gene Ontology Slim	GO:0002874	2	104	0.0829977335369	0.159716625518	IL10|TNF	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002874
regulation of immune system process	Gene Ontology	GO:0002682	17	2593	0.0833356700263	0.160280013598	CCL3|DDX58|ITGB2|SPI1|IFNA2|IFNA1|IL13|CD27|RB1|ADAM10|IL4|TNF|ICAM3|ADAM17|CXCL10|MYB|CXCR3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002682
regulation of immune system process	Gene Ontology Slim	GO:0002682	17	2593	0.0833356700263	0.160280013598	CCL3|DDX58|ITGB2|SPI1|IFNA2|IFNA1|IL13|CD27|RB1|ADAM10|IL4|TNF|ICAM3|ADAM17|CXCL10|MYB|CXCR3	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002682
positive regulation of innate immune response	Gene Ontology	GO:0045089	7	824	0.0837990698854	0.161083965053	IRF1|IRF7|TBK1|BIRC3|LTF|TLR4|MAVS	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045089
positive regulation of innate immune response	Gene Ontology Slim	GO:0045089	7	824	0.0837990698854	0.161083965053	IRF1|IRF7|TBK1|BIRC3|LTF|TLR4|MAVS	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045089
establishment of protein localization to membrane	Gene Ontology	GO:0090150	2	105	0.0843363297949	0.16194126963	EGFR|HSPA4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0090150
establishment of protein localization to membrane	Gene Ontology Slim	GO:0090150	2	105	0.0843363297949	0.16194126963	EGFR|HSPA4	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0090150
heterocycle metabolic process	Gene Ontology	GO:0046483	16	2420	0.0861932252395	0.16386241874	IRF1|RPS6KA3|RUNX3|SMAD4|CD80|EGFR|CD40|GLI2|NR1I2|ISG15|FANCB|ICAM1|ATF5|TLR9|PPIA|CAV1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046483
heterocycle metabolic process	Gene Ontology Slim	GO:0046483	16	2420	0.0861932252395	0.16386241874	IRF1|RPS6KA3|RUNX3|SMAD4|CD80|EGFR|CD40|GLI2|NR1I2|ISG15|FANCB|ICAM1|ATF5|TLR9|PPIA|CAV1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046483
positive regulation of blood vessel endothelial cell migration	Gene Ontology	GO:0043536	1	19	0.0863758360584	0.16386241874	PRKCA	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043536
macromolecule deacylation	Gene Ontology	GO:0098732	1	19	0.0863758360584	0.16386241874	TP53	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0098732
regulation of generation of precursor metabolites and energy	Gene Ontology	GO:0043467	1	19	0.0863758360584	0.16386241874	AKT1	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043467
positive regulation of release of sequestered calcium ion into cytosol	Gene Ontology	GO:0051281	1	19	0.0863758360584	0.16386241874	BAX	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0051281
RNA polymerase II transcription factor complex	Gene Ontology	GO:0090575	1	19	0.0863758360584	0.16386241874	TP53	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0090575
glutathione metabolic process	Gene Ontology	GO:0006749	1	19	0.0863758360584	0.16386241874	G6PD	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006749
pigmentation	Gene Ontology	GO:0043473	1	19	0.0863758360584	0.16386241874	BCL2	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043473
regulation of protein modification by small protein conjugation or removal	Gene Ontology	GO:1903320	1	19	0.0863758360584	0.16386241874	ISG15	http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1903320
