##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Glutamatergic synapse	KEGG PATHWAY	hsa04724	3	114	0.00199392093027	0.00379398843676	PRKCA|MAPK3|MAPK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04724/hsa:5578%09red/hsa:5595%09red/hsa:5594%09red
Regulation of TP53 Activity through Acetylation	Reactome	R-HSA-6804758	2	30	0.00209657848868	0.0039686528905	AKT1|TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804758
TNFR1-induced NFkappaB signaling pathway	Reactome	R-HSA-5357956	2	30	0.00209657848868	0.0039686528905	TNF|BIRC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357956
EGFR downregulation	Reactome	R-HSA-182971	2	30	0.00209657848868	0.0039686528905	EGFR|EGF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-182971
Synthesis of DNA	Reactome	R-HSA-69239	3	118	0.00219396076873	0.00414582931471	CDK2|PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69239
FAS signaling pathway	PANTHER	P00020	2	31	0.00222877288305	0.00418276554765	FAS|MAPK8	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00020
PERK regulates gene expression	Reactome	R-HSA-381042	2	31	0.00222877288305	0.00418276554765	CCL2|IL8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381042
Thrombin signalling through proteinase activated receptors (PARs)	Reactome	R-HSA-456926	2	31	0.00222877288305	0.00418276554765	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-456926
Activated NOTCH1 Transmits Signal to the Nucleus	Reactome	R-HSA-2122948	2	31	0.00222877288305	0.00418276554765	ADAM10|ADAM17	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2122948
G-protein beta:gamma signalling	Reactome	R-HSA-397795	2	32	0.0023648156697	0.00441539688925	AKT1|RHOA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-397795
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	Reactome	R-HSA-2173796	2	32	0.0023648156697	0.00441539688925	MYC|SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173796
Regulation of TNFR1 signaling	Reactome	R-HSA-5357905	2	32	0.0023648156697	0.00441539688925	TNF|BIRC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357905
Lysosome	KEGG PATHWAY	hsa04142	3	123	0.00246096385399	0.00457155319317	CTSL1|GLB1|CD68	http://www.genome.jp/kegg-bin/show_pathway?hsa04142/hsa:2720%09red/hsa:968%09red/hsa:1514%09red
Glycosaminoglycan metabolism	Reactome	R-HSA-1630316	3	123	0.00246096385399	0.00457155319317	HPSE|CD44|GLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1630316
MHC class II antigen presentation	Reactome	R-HSA-2132295	3	123	0.00246096385399	0.00457155319317	ARF1|CTSL1|TUBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2132295
Signaling by NOTCH2	Reactome	R-HSA-1980145	2	33	0.00250469031513	0.00463706179963	ADAM10|FCER2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1980145
Signaling by FGFR3	Reactome	R-HSA-5654741	2	33	0.00250469031513	0.00463706179963	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654741
Detoxification of Reactive Oxygen Species	Reactome	R-HSA-3299685	2	35	0.00279586930609	0.00515003825122	CYCS|SOD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3299685
Lysosome Vesicle Biogenesis	Reactome	R-HSA-432720	2	35	0.00279586930609	0.00515003825122	ARF1|HSPA8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-432720
RHO GTPases Activate WASPs and WAVEs	Reactome	R-HSA-5663213	2	35	0.00279586930609	0.00515003825122	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663213
Signaling by FGFR4	Reactome	R-HSA-5654743	2	36	0.00294714084195	0.00540144876718	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654743
NOD1/2 Signaling Pathway	Reactome	R-HSA-168638	2	36	0.00294714084195	0.00540144876718	MAPK14|BIRC3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168638
Signaling by high-kinase activity BRAF mutants	Reactome	R-HSA-6802948	2	36	0.00294714084195	0.00540144876718	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6802948
GPCR ligand binding	Reactome	R-HSA-500792	5	454	0.00297356101181	0.00544077273613	CXCL10|CCL5|CCR6|IL8|CCR5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-500792
NS1 Mediated Effects on Host Pathways	Reactome	R-HSA-168276	2	37	0.00310217861696	0.00566664627364	PABPN1|ISG15	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168276
Mitotic Prophase	Reactome	R-HSA-68875	3	134	0.00311684170659	0.00568395758806	PRKCA|MAPK1|RB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68875
Ca-dependent events	Reactome	R-HSA-111996	2	38	0.0032609663541	0.00593690884402	PRKCA|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111996
Cell Cycle Checkpoints	Reactome	R-HSA-69620	4	289	0.00353608154959	0.00642710676344	TP53|CDK2|PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69620
Notch signaling pathway	PANTHER	P00045	2	40	0.00358972686097	0.0064923112865	ADAM10|ADAM17	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00045
@@Notch signaling pathway	KEGG PATHWAY	hsa04330	1	48	0.0982655193262	0.108458216698	ADAM17	http://www.genome.jp/kegg-bin/show_pathway?hsa04330/hsa:6868%09red
MAP2K and MAPK activation	Reactome	R-HSA-5674135	2	40	0.00358972686097	0.0064923112865	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5674135
Negative regulation of MAPK pathway	Reactome	R-HSA-5675221	2	40	0.00358972686097	0.0064923112865	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5675221
Signaling by FGFR1	Reactome	R-HSA-5654736	2	42	0.0039332931614	0.00709027846201	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654736
@@Signaling by FGFR1 in disease	Reactome	R-HSA-5655302	1	32	0.0672802830002	0.0793748010423	STAT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5655302
HIV Life Cycle	Reactome	R-HSA-162587	3	149	0.00416981068219	0.00750428983199	CD4|CCR5|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162587
Ubiquitin proteasome pathway	PANTHER	P00060	2	44	0.00429153686162	0.00769807594164	PSMD1|PSMD2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00060
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	Reactome	R-HSA-2173793	2	44	0.00429153686162	0.00769807594164	MYC|SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173793
Influenza Infection	Reactome	R-HSA-168254	3	152	0.00440318282202	0.00788543851786	TGFB1|PABPN1|ISG15	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168254
Protein localization	Reactome	R-HSA-9609507	3	156	0.00472645351872	0.00845055963543	NOS2|ACAA1|SLC25A4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9609507
Signaling by moderate kinase activity BRAF mutants	Reactome	R-HSA-6802946	2	47	0.00485614365003	0.00864015168902	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6802946
Paradoxical activation of RAF signaling by kinase inactive BRAF	Reactome	R-HSA-6802955	2	47	0.00485614365003	0.00864015168902	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6802955
Interleukin-3, Interleukin-5 and GM-CSF signaling	Reactome	R-HSA-512988	2	47	0.00485614365003	0.00864015168902	IL5|IL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-512988
Netrin-1 signaling	Reactome	R-HSA-373752	2	49	0.00525052438536	0.00929656660154	MAPK14|MAPK8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373752
Cross-presentation of soluble exogenous antigens (endosomes)	Reactome	R-HSA-1236978	2	49	0.00525052438536	0.00929656660154	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236978
Regulation of activated PAK-2p34 by proteasome mediated degradation	Reactome	R-HSA-211733	2	49	0.00525052438536	0.00929656660154	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211733
Vibrio cholerae infection	KEGG PATHWAY	hsa05110	2	50	0.00545306044082	0.00960860810795	PRKCA|ARF1	http://www.genome.jp/kegg-bin/show_pathway?hsa05110/hsa:5578%09red/hsa:375%09red
Defensins	Reactome	R-HSA-1461973	2	50	0.00545306044082	0.00960860810795	CD4|CCR6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1461973
Regulation of ornithine decarboxylase (ODC)	Reactome	R-HSA-350562	2	50	0.00545306044082	0.00960860810795	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-350562
DNA Double-Strand Break Repair	Reactome	R-HSA-5693532	3	166	0.00559622426889	0.00984504301557	MAPK8|TP53|CDK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693532
p53-Independent DNA Damage Response	Reactome	R-HSA-69610	2	51	0.00565913943656	0.0099080140934	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69610
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	Reactome	R-HSA-69601	2	51	0.00565913943656	0.0099080140934	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69601
p53-Independent G1/S DNA damage checkpoint	Reactome	R-HSA-69613	2	51	0.00565913943656	0.0099080140934	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69613
Regulation of Apoptosis	Reactome	R-HSA-169911	2	52	0.00586874579527	0.0102422697319	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-169911
Vif-mediated degradation of APOBEC3G	Reactome	R-HSA-180585	2	52	0.00586874579527	0.0102422697319	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180585
Tight junction	KEGG PATHWAY	hsa04530	3	170	0.00596919214992	0.0104010088972	MAPK8|CDK4|RHOA	http://www.genome.jp/kegg-bin/show_pathway?hsa04530/hsa:1019%09red/hsa:387%09red/hsa:5599%09red
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	Reactome	R-HSA-8854050	2	53	0.00608186398862	0.0105805125897	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8854050
PLC beta mediated events	Reactome	R-HSA-112043	2	54	0.00629847853709	0.010888221572	PRKCA|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112043
SCF-beta-TrCP mediated degradation of Emi1	Reactome	R-HSA-174113	2	54	0.00629847853709	0.010888221572	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174113
Golgi Associated Vesicle Biogenesis	Reactome	R-HSA-432722	2	54	0.00629847853709	0.010888221572	ARF1|HSPA8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-432722
Degradation of AXIN	Reactome	R-HSA-4641257	2	54	0.00629847853709	0.010888221572	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641257
Regulation of lipolysis in adipocytes	KEGG PATHWAY	hsa04923	2	55	0.00651857400986	0.0111805275662	PTGS2|AKT1	http://www.genome.jp/kegg-bin/show_pathway?hsa04923/hsa:5743%09red/hsa:207%09red
G-protein mediated events	Reactome	R-HSA-112040	2	55	0.00651857400986	0.0111805275662	PRKCA|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112040
HSP90 chaperone cycle for steroid hormone receptors (SHR)	Reactome	R-HSA-3371497	2	55	0.00651857400986	0.0111805275662	TUBB4|HSPA8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371497
Heparan sulfate/heparin (HS-GAG) metabolism	Reactome	R-HSA-1638091	2	55	0.00651857400986	0.0111805275662	HPSE|GLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1638091
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	Reactome	R-HSA-5362768	2	55	0.00651857400986	0.0111805275662	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5362768
Degradation of DVL	Reactome	R-HSA-4641258	2	56	0.00674213502466	0.0115459062297	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641258
Metabolism of polyamines	Reactome	R-HSA-351202	2	57	0.00696914624765	0.0119160441302	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-351202
Non-integrin membrane-ECM interactions	Reactome	R-HSA-3000171	2	58	0.00719959239328	0.0122337259892	PRKCA|TGFB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000171
Hh mutants abrogate ligand secretion	Reactome	R-HSA-5387390	2	58	0.00719959239328	0.0122337259892	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5387390
CDT1 association with the CDC6:ORC:origin complex	Reactome	R-HSA-68827	2	58	0.00719959239328	0.0122337259892	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68827
NIK-->noncanonical NF-kB signaling	Reactome	R-HSA-5676590	2	58	0.00719959239328	0.0122337259892	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5676590
Degradation of GLI2 by the proteasome	Reactome	R-HSA-5610783	2	59	0.00743345822416	0.0125147007891	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610783
GLI3 is processed to GLI3R by the proteasome	Reactome	R-HSA-5610785	2	59	0.00743345822416	0.0125147007891	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610785
Regulation of actin dynamics for phagocytic cup formation	Reactome	R-HSA-2029482	2	59	0.00743345822416	0.0125147007891	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2029482
Dectin-1 mediated noncanonical NF-kB signaling	Reactome	R-HSA-5607761	2	59	0.00743345822416	0.0125147007891	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5607761
Peroxisomal protein import	Reactome	R-HSA-9033241	2	59	0.00743345822416	0.0125147007891	NOS2|ACAA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9033241
Degradation of GLI1 by the proteasome	Reactome	R-HSA-5610780	2	59	0.00743345822416	0.0125147007891	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610780
Separation of Sister Chromatids	Reactome	R-HSA-2467813	3	186	0.00760791142268	0.0127887590786	TUBB4|PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2467813
Signaling by RAS mutants	Reactome	R-HSA-6802949	2	60	0.0076707285509	0.0128352954073	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6802949
NCAM signaling for neurite out-growth	Reactome	R-HSA-375165	2	60	0.0076707285509	0.0128352954073	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375165
Defective CFTR causes cystic fibrosis	Reactome	R-HSA-5678895	2	60	0.0076707285509	0.0128352954073	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5678895
Autodegradation of Cdh1 by Cdh1:APC/C	Reactome	R-HSA-174084	2	62	0.00815542217389	0.0136255224125	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174084
Basal cell carcinoma	KEGG PATHWAY	hsa05217	2	63	0.00840281533033	0.0139961787265	TP53|BAX	http://www.genome.jp/kegg-bin/show_pathway?hsa05217/hsa:581%09red/hsa:7157%09red
Asymmetric localization of PCP proteins	Reactome	R-HSA-4608870	2	63	0.00840281533033	0.0139961787265	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4608870
Mitotic Anaphase	Reactome	R-HSA-68882	3	194	0.00851720205626	0.0141651797476	TUBB4|PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68882
Mitotic Metaphase and Anaphase	Reactome	R-HSA-2555396	3	195	0.00863514834974	0.0143395796838	TUBB4|PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2555396
FOXO-mediated transcription	Reactome	R-HSA-9614085	2	65	0.00890761934008	0.014747357699	AKT1|SMAD3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9614085
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	R-HSA-1234176	2	65	0.00890761934008	0.014747357699	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1234176
APC/C:Cdc20 mediated degradation of Securin	Reactome	R-HSA-174154	2	66	0.0091650003382	0.0151277716426	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174154
Signaling by FGFR2	Reactome	R-HSA-5654738	2	66	0.0091650003382	0.0151277716426	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654738
Regulation of RAS by GAPs	Reactome	R-HSA-5658442	2	67	0.00942568084029	0.0155113306321	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5658442
Signaling by BRAF and RAF fusions	Reactome	R-HSA-6802952	2	67	0.00942568084029	0.0155113306321	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6802952
Cdc20:Phospho-APC/C mediated degradation of Cyclin A	Reactome	R-HSA-174184	2	71	0.0105011023927	0.0172293536263	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174184
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	Reactome	R-HSA-174178	2	71	0.0105011023927	0.0172293536263	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174178
trans-Golgi Network Vesicle Budding	Reactome	R-HSA-199992	2	72	0.0107780592014	0.017604698785	ARF1|HSPA8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199992
Translocation of SLC2A4 (GLUT4) to the plasma membrane	Reactome	R-HSA-1445148	2	72	0.0107780592014	0.017604698785	AKT1|TUBB4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1445148
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	Reactome	R-HSA-179419	2	72	0.0107780592014	0.017604698785	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-179419
Thyroid hormone synthesis	KEGG PATHWAY	hsa04918	2	74	0.0113415923227	0.0184427079907	PRKCA|HSP90B1	http://www.genome.jp/kegg-bin/show_pathway?hsa04918/hsa:5578%09red/hsa:7184%09red
APC/C:Cdc20 mediated degradation of mitotic proteins	Reactome	R-HSA-176409	2	74	0.0113415923227	0.0184427079907	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-176409
Cellular response to hypoxia	Reactome	R-HSA-1234174	2	74	0.0113415923227	0.0184427079907	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1234174
Metabolic pathways	KEGG PATHWAY	hsa01100	8	1433	0.0115055961302	0.0186816790499	HPSE|PTGS2|NOS2|CDA|IMPDH1|GLB1|ACAA1|ANPEP	http://www.genome.jp/kegg-bin/show_pathway?hsa01100/hsa:2720%09red/hsa:10855%09red/hsa:30%09red/hsa:978%09red/hsa:3614%09red/hsa:290%09red/hsa:5743%09red/hsa:4843%09red
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	Reactome	R-HSA-176814	2	75	0.01162813962	0.0188527234075	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-176814
ABC transporter disorders	Reactome	R-HSA-5619084	2	76	0.011917854808	0.0192654408106	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5619084
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	Reactome	R-HSA-5693565	2	76	0.011917854808	0.0192654408106	MAPK8|TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693565
Signaling by FGFR	Reactome	R-HSA-190236	2	77	0.012210723494	0.0196808131609	MAPK3|MAPK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190236
@@Signaling by FGFR in disease	Reactome	R-HSA-1226099	1	57	0.115243880495	0.124195961674	STAT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1226099
DNA Double Strand Break Response	Reactome	R-HSA-5693606	2	77	0.012210723494	0.0196808131609	MAPK8|TP53	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693606
ATP synthesis	PANTHER	P02721	1	5	0.0125808920673	0.0199835618924	CYCS	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02721
Biosynthesis of EPA-derived SPMs	Reactome	R-HSA-9018679	1	5	0.0125808920673	0.0199835618924	PTGS2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9018679
Disinhibition of SNARE formation	Reactome	R-HSA-114516	1	5	0.0125808920673	0.0199835618924	PRKCA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-114516
FasL/ CD95L signaling	Reactome	R-HSA-75157	1	5	0.0125808920673	0.0199835618924	FAS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75157
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	Reactome	R-HSA-3134973	1	5	0.0125808920673	0.0199835618924	IRF3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3134973
CD22 mediated BCR regulation	Reactome	R-HSA-5690714	1	5	0.0125808920673	0.0199835618924	CD79A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5690714
RUNX3 Regulates Immune Response and Cell Migration	Reactome	R-HSA-8949275	1	5	0.0125808920673	0.0199835618924	RUNX3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8949275
TFAP2 (AP-2) family regulates transcription of cell cycle factors	Reactome	R-HSA-8866911	1	5	0.0125808920673	0.0199835618924	MYC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8866911
pyrimidine deoxyribonucleosides salvage	BioCyc	PWY-7199	1	5	0.0125808920673	0.0199835618924	CDA	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-7199
citrulline-nitric oxide cycle	BioCyc	PWY-4983	1	5	0.0125808920673	0.0199835618924	NOS2	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY-4983
Drug metabolism - other enzymes	KEGG PATHWAY	hsa00983	2	79	0.0128058640169	0.0203114717258	IMPDH1|CDA	http://www.genome.jp/kegg-bin/show_pathway?hsa00983/hsa:978%09red/hsa:3614%09red
Degradation of beta-catenin by the destruction complex	Reactome	R-HSA-195253	2	81	0.0134134469577	0.0212444188809	PSMD1|PSMD2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195253
